index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex,PS
127,135.0 to 135.0,16,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10,2
128,137.0 to 137.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10,2
129,138.0 to 138.875,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2,2
130,139.0 to 139.83333330000002,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2,2
131,140.0 to 140.5,8,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2,2
132,141.0 to 141.5,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
133,142.0 to 142.5,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
134,143.0 to 143.5,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16,2
135,144.0 to 144.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
136,145.0 to 145.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
137,146.0 to 146.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
138,147.0 to 147.5,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
139,148.0 to 148.5,0,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
140,149.0 to 149.5,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
141,150.0 to 150.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
142,151.0 to 151.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
143,152.0 to 152.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
144,153.0 to 153.5,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
145,154.0 to 154.5,0,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
146,155.0 to 155.5,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
147,156.0 to 156.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
148,157.0 to 157.5,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
149,158.0 to 158.625,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
150,159.0 to 159.5,14,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",eMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
151,160.0 to 160.5,2,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4,2
152,161.0 to 161.75,14,"[0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1]",eMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
153,162.0 to 162.5,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
154,163.0 to 163.5,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
155,164.0 to 164.5,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11,2
156,165.0 to 165.75,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
157,166.0 to 166.625,18,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11,2
158,167.0 to 167.875,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16,2
159,168.0 to 168.83333330000005,3,"[0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
160,169.0 to 169.75,5,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
161,170.0 to 170.75,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
162,171.0 to 171.75,0,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
163,172.0 to 172.875,14,"[0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0]",aMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
164,173.0 to 173.75,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
165,174.0 to 174.75,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
166,175.0 to 175.75,5,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
167,176.0 to 176.75,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
168,177.0 to 177.75,0,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
169,178.0 to 178.875,14,"[0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0]",aMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
170,179.0 to 179.75,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
171,180.0 to 180.75,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
172,181.0 to 181.75,0,"[0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
173,182.0 to 182.75,13,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
174,183.0 to 183.75,14,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1]",eMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
175,184.0 to 184.75,14,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",c#Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
176,185.0 to 185.75,14,"[0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0]",eMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
177,186.0 to 186.75,12,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",aMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,AminTriad,ACE,steelblue,14,2
178,187.0 to 187.875,9,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
179,188.0 to 188.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
180,189.0 to 189.8333333,8,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2,2
181,190.0 to 190.75,6,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,GmajTriad,GBD,orange,13,2
182,191.0 to 191.875,9,"[2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
183,192.0 to 192.8333333,6,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,GmajTriad,GBD,orange,13,2
184,193.0 to 193.75,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
185,194.0 to 194.75,18,"[1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11,2
186,195.0 to 195.8333333,12,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,AminTriad,ACE,steelblue,14,2
187,196.0 to 196.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
188,197.0 to 197.75,10,"[0, 1, 1, 0, 2, 0, 1, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6,2
189,198.0 to 198.75,6,"[0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,GmajTriad,GBD,orange,13,2
190,199.0 to 199.75,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,GmajTriad,GBD,orange,13,2
191,200.0 to 200.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,GmajTriad,GBD,orange,13,2
192,201.0 to 201.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18,2
193,202.0 to 202.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18,2
194,203.0 to 203.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18,2
195,204.0 to 204.625,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
196,205.0 to 205.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
197,206.0 to 206.5,16,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10,2
198,207.0 to 207.5,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8,2
199,208.0 to 208.5,0,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
200,209.0 to 209.5,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8,2
201,210.0 to 210.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
202,211.0 to 211.8333333,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16,2
203,212.0 to 212.8333333,13,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1]",fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
204,213.0 to 213.5,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
205,214.0 to 214.5,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
206,215.0 to 215.75,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
207,216.0 to 216.5,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
208,217.0 to 217.5,1,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16,2
209,218.0 to 218.5,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
210,219.0 to 219.5,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2,2
211,220.0 to 220.5,0,"[0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
212,221.0 to 221.5,14,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0]",aMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19,2
213,222.0 to 222.75,0,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 1]",dMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,2
214,223.0 to 223.75,3,"[0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
215,224.0 to 224.8333333,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12,2
216,225.0 to 225.5,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17,2
217,226.0 to 226.75,18,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11,2
218,227.0 to 227.625,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,2
219,228.0 to 228.8333333,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
220,229.0 to 229.75,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
221,230.0 to 230.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18,2
222,231.0 to 231.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
223,232.0 to 232.75,10,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6,2
224,233.0 to 233.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18,2
225,234.0 to 234.3333333,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
226,235.0 to 235.375,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,2
227,237.0 to 237.5,16,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",c#Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10,2
228,238.0 to 238.6666667,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4,2
229,240.0 to 240.5,11,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,2
230,241.0 to 241.5,11,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
231,242.0 to 242.8333333,11,"[0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
232,243.0 to 243.5,11,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
233,244.0 to 244.5,11,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
234,245.0 to 245.6666667,11,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
235,246.0 to 246.5,11,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
236,247.0 to 247.5,11,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
237,248.0 to 248.8333333,11,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",e-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
238,249.0 to 249.5,11,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
239,250.0 to 250.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,3
240,251.0 to 251.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15,3
241,252.0 to 252.5,11,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
242,253.0 to 253.5,11,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
243,254.0 to 254.8333333,11,"[0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
244,255.0 to 255.875,18,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",g#Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11,3
245,256.0 to 256.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4,3
246,257.0 to 257.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4,3
247,258.0 to 258.5,4,"[2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0]",e-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8,3
248,259.0 to 259.5,3,"[1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0]",e-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9,3
249,260.0 to 260.625,8,"[2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",e-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2,3
250,261.0 to 261.5,9,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7,3
251,262.0 to 262.5,1,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",g#Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16,3
252,263.0 to 263.5,1,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",g#Major,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16,3
253,264.0 to 264.5,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0]",b-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv,1789,iv_ofDmin,GBb-C#D,yellow,0,3
